,dep,dep_pos,dep_w,pred
103,_PLACEHOLDER_SUB_ <- nsubj <- became -> attr -> member -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ joined alliance _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airline/alliance
104,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> hub -> poss -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is airline based at _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airline/focus_cities
105,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> base -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ has hubs at _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airline/hubs
106,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> flight -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ was flight to _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airliner_accident/accident_site
107,_PLACEHOLDER_SUB_ <- conj <- Sullenberger <- conj <- Sully <- nsubj <- made -> dobj -> _PLACEHOLDER_OBJ_,PROPN PROPN VERB,_PLACEHOLDER_SUB_ Sullenberger Sully made _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airliner_accident/accident_type
108,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> second -> poss -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ was second _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airliner_accident/aircraft_type
109,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> flight -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ was flight disappeared to _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airliner_accident/flight_destination
110,_PLACEHOLDER_SUB_ -> ccomp -> was -> attr -> flight -> prep -> from -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ was flight from _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airliner_accident/flight_origin
111,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> flight -> acl -> operated -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ was accident for _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airliner_accident/operator
112,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> hub -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is hub for _PLACEHOLDER_SUB_,www.freebase.com/aviation/airport/airlines
113,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> hub -> prep -> for -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is hub for _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airport/hub_for
114,_PLACEHOLDER_OBJ_ -> conj -> owned -> conj -> operated -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ announced sell _PLACEHOLDER_SUB_,www.freebase.com/aviation/airport/operator
115,_PLACEHOLDER_OBJ_ <- nsubj <- is -> advmod -> southeast -> acl -> known -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ is airport _PLACEHOLDER_OBJ_,www.freebase.com/aviation/airport/serves
116,_PLACEHOLDER_OBJ_ <- nsubj <- is -> cc -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ is _PLACEHOLDER_SUB_,www.freebase.com/aviation/airport_operator/airports_operated
117,_PLACEHOLDER_SUB_ <- nsubjpass <- given -> nsubjpass -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ is award at ceremony _PLACEHOLDER_SUB_,www.freebase.com/award/award/category
118,_PLACEHOLDER_OBJ_ <- nsubj <- overhauled -> dobj -> categories -> compound -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ are grants awarded by _PLACEHOLDER_OBJ_,www.freebase.com/award/award/presented_by
119,_PLACEHOLDER_OBJ_ <- dobj <- received -> advcl -> _PLACEHOLDER_SUB_,VERB ADP NOUN ADP,_PLACEHOLDER_OBJ_ awarded to example of _PLACEHOLDER_SUB_,www.freebase.com/award/award_category/category_of
120,_PLACEHOLDER_SUB_ <- nsubjpass <- recognized -> prep -> as -> pobj -> distinction -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP NOUN ADP,_PLACEHOLDER_SUB_ recognized as distinction in _PLACEHOLDER_OBJ_,www.freebase.com/award/award_category/disciplines_or_subjects
121,_PLACEHOLDER_SUB_ <- nsubj <- awarded -> dobj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ awarded _PLACEHOLDER_OBJ_,www.freebase.com/award/award_category/long_lists
122,_PLACEHOLDER_SUB_ <- nsubj <- awarded -> dobj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ awarded _PLACEHOLDER_OBJ_,www.freebase.com/award/award_category/nominees
123,_PLACEHOLDER_OBJ_ <- compound <- magazine -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is award of _PLACEHOLDER_OBJ_,www.freebase.com/award/award_category/presenting_organization
124,_PLACEHOLDER_SUB_ -> ccomp -> was -> conj -> awarded -> dobj -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ received award _PLACEHOLDER_OBJ_,www.freebase.com/award/award_category/winners
125,_PLACEHOLDER_OBJ_ -> appos -> is -> attr -> film -> acl -> directed -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ be film directed by _PLACEHOLDER_SUB_,www.freebase.com/award/award_nominated_work/award_nominations
126,_PLACEHOLDER_OBJ_ -> appos -> accompanied -> nsubjpass -> release -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ received nominations _PLACEHOLDER_SUB_,www.freebase.com/award/award_nominee/award_nominations
127,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is winner _PLACEHOLDER_SUB_,www.freebase.com/award/award_winner/awards_won
128,_PLACEHOLDER_OBJ_ -> appos -> is -> attr -> film -> acl -> directed -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB PROPN PROPN ADP,_PLACEHOLDER_SUB_ won Award Screenplay for _PLACEHOLDER_OBJ_,www.freebase.com/award/award_winning_work/awards_won
129,_PLACEHOLDER_OBJ_ <- nsubj <- is -> ccomp -> won -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ crowned _PLACEHOLDER_SUB_,www.freebase.com/award/competition/competitors
130,_PLACEHOLDER_SUB_ -> quantmod -> was -> attr -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is season of _PLACEHOLDER_OBJ_,www.freebase.com/award/competition/instance_of_recurring_competition
131,_PLACEHOLDER_OBJ_ <- nsubj <- is -> ccomp -> won -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ was winner of _PLACEHOLDER_SUB_,www.freebase.com/award/competition/winner
132,_PLACEHOLDER_OBJ_ <- nsubj <- ran -> punct -> km -> parataxis -> won -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ ran km won by _PLACEHOLDER_SUB_,www.freebase.com/award/competitor/competitions
133,_PLACEHOLDER_OBJ_ <- nsubj <- ran -> punct -> km -> parataxis -> won -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ ran km won by _PLACEHOLDER_SUB_,www.freebase.com/award/competitor/competitions_won
134,_PLACEHOLDER_SUB_ <- nsubj <- became -> attr -> _PLACEHOLDER_OBJ_,ADP NOUN VERB,_PLACEHOLDER_OBJ_ of son been _PLACEHOLDER_SUB_,www.freebase.com/award/hall_of_fame_induction_category/inductees
135,_PLACEHOLDER_OBJ_ <- nsubj <- awarded -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ awarded _PLACEHOLDER_SUB_,www.freebase.com/award/long_list_nominee/long_list_nominations
136,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> novel -> prep -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is novel by _PLACEHOLDER_SUB_,www.freebase.com/award/long_listed_work/long_list_nominations
137,_PLACEHOLDER_OBJ_ <- nsubjpass <- known -> prep -> including -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ known including _PLACEHOLDER_SUB_,www.freebase.com/award/ranked_list/ranked_by
138,_PLACEHOLDER_SUB_ <- nsubjpass <- added -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB VERB ADP NOUN,_PLACEHOLDER_SUB_ is ranked in list _PLACEHOLDER_OBJ_,www.freebase.com/award/ranked_list/ranked_list_items
139,_PLACEHOLDER_OBJ_ -> quantmod -> was -> attr -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ taking _PLACEHOLDER_SUB_,www.freebase.com/award/recurring_competition/individual_competitions
140,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> borough -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became area in _PLACEHOLDER_SUB_,www.freebase.com/base/aareas/schema/administrative_area/administrative_children
141,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ became area in _PLACEHOLDER_OBJ_,www.freebase.com/base/aareas/schema/administrative_area/administrative_parent
142,_PLACEHOLDER_OBJ_ -> acl -> is -> attr -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became capital of _PLACEHOLDER_SUB_,www.freebase.com/base/aareas/schema/administrative_area/capital
143,_PLACEHOLDER_SUB_ -> appos -> are -> attr -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is area in _PLACEHOLDER_OBJ_,www.freebase.com/base/aareas/schema/administrative_area/subdivides_place
144,_PLACEHOLDER_OBJ_ -> appos -> are -> attr -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is area in _PLACEHOLDER_SUB_,www.freebase.com/base/aareas/schema/administrative_area/subdividing_place
145,_PLACEHOLDER_SUB_ -> amod -> Dutch -> appos -> _PLACEHOLDER_OBJ_,ADJ,_PLACEHOLDER_SUB_ Dutch _PLACEHOLDER_OBJ_,www.freebase.com/base/aareas/schema/earth/sovereign_domain/sovereign_state
146,_PLACEHOLDER_OBJ_ <- nsubjpass <- coined -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NUM ADP NOUN,_PLACEHOLDER_SUB_ been one of freethinkers _PLACEHOLDER_OBJ_,www.freebase.com/base/activism/activist/area_of_activism
147,_PLACEHOLDER_SUB_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is organization _PLACEHOLDER_OBJ_,www.freebase.com/base/activism/organization/area_of_activism
148,_PLACEHOLDER_SUB_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ was party _PLACEHOLDER_OBJ_,www.freebase.com/base/activism/political_party/supports_issues
149,_PLACEHOLDER_OBJ_ <- nsubj <- agreed -> conj -> died -> nsubj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_SUB_ adopted _PLACEHOLDER_OBJ_,www.freebase.com/base/adoption/adopted_person/adopted_by
150,_PLACEHOLDER_OBJ_ <- poss <- s <- nsubj <- adopted -> conj -> rose -> nsubj -> _PLACEHOLDER_SUB_,NOUN VERB VERB,_PLACEHOLDER_OBJ_ s adopted rose _PLACEHOLDER_SUB_,www.freebase.com/base/adoption/adopter/adopted_persons
151,_PLACEHOLDER_OBJ_ <- pobj <- by <- agent <- portrayed -> conj -> s -> nsubj -> _PLACEHOLDER_SUB_,ADP VERB VERB,_PLACEHOLDER_OBJ_ by portrayed s _PLACEHOLDER_SUB_,www.freebase.com/base/advertisingcharacters/advertising_character/portrayed_by
152,_PLACEHOLDER_SUB_ <- nsubj <- referred -> advcl -> is -> attr -> symbol -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB VERB NOUN ADP,_PLACEHOLDER_SUB_ referred is symbol of _PLACEHOLDER_OBJ_,www.freebase.com/base/advertisingcharacters/advertising_character/product
153,_PLACEHOLDER_SUB_ <- pobj <- by <- agent <- portrayed -> conj -> s -> nsubj -> _PLACEHOLDER_OBJ_,ADP VERB VERB,_PLACEHOLDER_SUB_ by portrayed s _PLACEHOLDER_OBJ_,www.freebase.com/base/advertisingcharacters/character_portrayer/appeared_as
154,_PLACEHOLDER_SUB_ <- nsubjpass <- founded -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ founded by _PLACEHOLDER_OBJ_,www.freebase.com/base/advertisingcharacters/product/advertising_characters
155,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> explosion -> relcl -> occurred -> prep -> near -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ was explosion occurred near _PLACEHOLDER_OBJ_,www.freebase.com/base/aliens/ufo_sighting/location
156,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> founder -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is founder of _PLACEHOLDER_SUB_,www.freebase.com/base/americancomedy/comedy_group/founders
157,_PLACEHOLDER_OBJ_ <- nsubjpass <- known <- ccomp <- _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ known _PLACEHOLDER_SUB_,www.freebase.com/base/americancomedy/comedy_group/members
158,_PLACEHOLDER_OBJ_ <- nsubj <- tried -> xcomp -> revive -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ tried revive _PLACEHOLDER_SUB_,www.freebase.com/base/americancomedy/comedy_group_member/belongs_to
159,_PLACEHOLDER_SUB_ -> conj -> Teller -> appos -> _PLACEHOLDER_OBJ_,PROPN,_PLACEHOLDER_SUB_ Teller _PLACEHOLDER_OBJ_,www.freebase.com/base/americancomedy/double_act/comic
160,_PLACEHOLDER_OBJ_ <- nsubjpass <- known -> prep -> for -> pobj -> albums -> poss -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ known for albums _PLACEHOLDER_SUB_,www.freebase.com/base/americancomedy/double_act/straight_man
161,_PLACEHOLDER_OBJ_ -> conj -> Teller -> appos -> _PLACEHOLDER_SUB_,PROPN,_PLACEHOLDER_OBJ_ Teller _PLACEHOLDER_SUB_,www.freebase.com/base/americancomedy/double_act_comic/comic_in_double_act
162,_PLACEHOLDER_SUB_ <- nsubjpass <- known -> prep -> for -> pobj -> albums -> poss -> _PLACEHOLDER_OBJ_,VERB ADP NOUN,_PLACEHOLDER_SUB_ known for albums _PLACEHOLDER_OBJ_,www.freebase.com/base/americancomedy/double_act_straight_man/straight_man_in_double_act
163,_PLACEHOLDER_SUB_ <- nsubjpass <- created -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ created by _PLACEHOLDER_OBJ_,www.freebase.com/base/americancomedy/tv_show/writers
164,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> _PLACEHOLDER_OBJ_,VERB VERB NOUN ADP,_PLACEHOLDER_SUB_ known was pharaoh of _PLACEHOLDER_OBJ_,www.freebase.com/base/ancientegypt/pharaoh/dynasty
165,_PLACEHOLDER_OBJ_ <- nsubj <- fathered -> dobj -> pharaohs -> appos -> _PLACEHOLDER_SUB_,VERB VERB VERB NOUN,_PLACEHOLDER_OBJ_ married presumed become pharaoh _PLACEHOLDER_SUB_,www.freebase.com/base/ancientegypt/pharaoh/predecessor
166,_PLACEHOLDER_OBJ_ <- nsubj <- assumed -> dobj -> years -> poss -> _PLACEHOLDER_SUB_,VERB NOUN NOUN ADP,_PLACEHOLDER_OBJ_ was son successor of _PLACEHOLDER_SUB_,www.freebase.com/base/ancientegypt/pharaoh/successor
167,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> tomb -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is tomb of _PLACEHOLDER_SUB_,www.freebase.com/base/ancientegypt/tomb_owner/tomb_owned
168,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> church -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is church in _PLACEHOLDER_OBJ_,www.freebase.com/base/anglican/church/geographical_scope
169,_PLACEHOLDER_OBJ_ <- compound <- species -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ includes species _PLACEHOLDER_SUB_,www.freebase.com/base/animal_synopses/animal_synopsis/synopsizes
170,_PLACEHOLDER_OBJ_ <- nsubjpass <- known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ known as _PLACEHOLDER_SUB_,www.freebase.com/base/animal_synopses/synopsized_animal/has_synopsis
171,_PLACEHOLDER_OBJ_ <- pobj <- of <- prep <- meat <- nsubj <- is -> attr -> _PLACEHOLDER_SUB_,ADP NOUN VERB,_PLACEHOLDER_OBJ_ of meat is _PLACEHOLDER_SUB_,www.freebase.com/base/animalnames/animal/gendered_and_or_age_specific_names
172,_PLACEHOLDER_SUB_ <- pobj <- of <- prep <- meat <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,ADP NOUN VERB,_PLACEHOLDER_SUB_ of meat is _PLACEHOLDER_OBJ_,www.freebase.com/base/animalnames/gender_or_age_specific_animal_name/used_for
173,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> protagonist -> prep -> of -> pobj -> series -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is protagonist of series _PLACEHOLDER_OBJ_,www.freebase.com/base/animemanga/anime_manga_character/anime_appearances
174,_PLACEHOLDER_SUB_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_OBJ_,NOUN PROPN VERB,_PLACEHOLDER_OBJ_ anime Woman Called _PLACEHOLDER_SUB_,www.freebase.com/base/animemanga/anime_manga_character/manga_appearances
175,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> series -> acl -> created -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is series created by _PLACEHOLDER_SUB_,www.freebase.com/base/animemanga/anime_manga_creator/anime_manga_created
176,_PLACEHOLDER_OBJ_ <- nsubj <- had -> advcl -> put -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is manga by _PLACEHOLDER_OBJ_,www.freebase.com/base/animemanga/anime_manga_franchise/anime_manga_creator
177,_PLACEHOLDER_SUB_ <- npadvmod <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/base/animemanga/anime_manga_franchise/genre
178,_PLACEHOLDER_OBJ_ <- nsubjpass <- adapted -> prep -> Out -> appos -> live -> npadvmod -> s -> dobj -> _PLACEHOLDER_SUB_,VERB ADP ADJ NOUN,_PLACEHOLDER_OBJ_ adapted Out live s _PLACEHOLDER_SUB_,www.freebase.com/base/animemanga/anime_manga_franchise/manga_title
179,_PLACEHOLDER_SUB_ <- compound <- Edition -> conj -> Edition -> compound -> _PLACEHOLDER_OBJ_,PROPN PROPN,_PLACEHOLDER_SUB_ Edition Edition _PLACEHOLDER_OBJ_,www.freebase.com/base/animemanga/anime_title/animanga_franchise
180,_PLACEHOLDER_SUB_ <- nsubjpass <- directed -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ directed by _PLACEHOLDER_OBJ_,www.freebase.com/base/animemanga/anime_title/anime_director
181,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> manga -> prep -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is manga by _PLACEHOLDER_SUB_,www.freebase.com/base/animemanga/manga_author/manga_titles_written
182,_PLACEHOLDER_OBJ_ <- nsubj <- won -> dobj -> award -> prep -> with -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is manga by _PLACEHOLDER_OBJ_,www.freebase.com/base/animemanga/manga_title/author
183,_PLACEHOLDER_SUB_ -> prep||dobj -> is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/base/aptamer/aptamer_target/has_type
184,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> attack -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ was attack on _PLACEHOLDER_OBJ_,www.freebase.com/base/architecture2/structure_damaging_event/damaged_structure
185,_PLACEHOLDER_OBJ_ <- nsubjpass <- invented -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ invented by _PLACEHOLDER_SUB_,www.freebase.com/base/argumentmaps/innovator/original_ideas
186,_PLACEHOLDER_OBJ_ <- pobj <- of <- prep <- examples <- nsubj <- include -> dobj -> _PLACEHOLDER_SUB_,ADP NOUN VERB,_PLACEHOLDER_OBJ_ of examples include _PLACEHOLDER_SUB_,www.freebase.com/base/argumentmaps/morally_disputed_activity/instance_of_abstract_moral_dispute
187,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ developed _PLACEHOLDER_SUB_,www.freebase.com/base/argumentmaps/original_idea/innovator
188,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,ADP NOUN ADP,_PLACEHOLDER_OBJ_ in form of _PLACEHOLDER_SUB_,www.freebase.com/base/argumentmaps/original_idea/variation_of_idea
189,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/base/argumentmaps/original_idea/variations_of_this_idea
190,_PLACEHOLDER_OBJ_ <- pobj <- of <- prep <- landmarks <- nsubj <- include -> dobj -> _PLACEHOLDER_SUB_,ADP NOUN VERB,_PLACEHOLDER_OBJ_ of landmarks include _PLACEHOLDER_SUB_,www.freebase.com/base/arthist/helynevek/mutargy
191,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> monastery -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is monastery in _PLACEHOLDER_OBJ_,www.freebase.com/base/arthist/int_zm_nyek/helynev
192,_PLACEHOLDER_SUB_ <- nsubj <- holds -> dobj -> record -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ holds record _PLACEHOLDER_OBJ_,www.freebase.com/base/athletics/athletics_country/championships_athletes_performances
193,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> event -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is event _PLACEHOLDER_OBJ_,www.freebase.com/base/athletics/athletics_discipline/event_type
194,_PLACEHOLDER_SUB_ -> acl -> is -> attr -> ballet -> acl -> choreographed -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is ballet by _PLACEHOLDER_OBJ_,www.freebase.com/base/ballet/ballet/choreographer
195,_PLACEHOLDER_OBJ_ <- nsubj <- achieved -> appos -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is ballet by _PLACEHOLDER_OBJ_,www.freebase.com/base/ballet/ballet/composer
196,_PLACEHOLDER_OBJ_ <- nsubjpass <- noted -> prep -> for -> pobj -> ballets -> appos -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ noted for ballets _PLACEHOLDER_SUB_,www.freebase.com/base/ballet/ballet/librettist
197,_PLACEHOLDER_SUB_ <- nsubjpass <- considered -> dobj -> work -> amod -> s -> poss -> _PLACEHOLDER_OBJ_,VERB NOUN NOUN,_PLACEHOLDER_SUB_ considered work s _PLACEHOLDER_OBJ_,www.freebase.com/base/ballet/ballet/music
198,_PLACEHOLDER_SUB_ <- nsubjpass <- founded -> agent -> by -> pobj -> dancer -> conj -> choreographer -> appos -> _PLACEHOLDER_OBJ_,VERB ADP NOUN NOUN,_PLACEHOLDER_SUB_ founded by dancer choreographer _PLACEHOLDER_OBJ_,www.freebase.com/base/ballet/ballet_company/founder
199,_PLACEHOLDER_SUB_ <- nsubj <- toured -> prep -> before -> pcomp -> relocating -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP VERB ADP,_PLACEHOLDER_SUB_ toured before relocating to _PLACEHOLDER_OBJ_,www.freebase.com/base/ballet/ballet_company/location
200,_PLACEHOLDER_SUB_ <- nsubjpass <- portrayed -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ portrayed by _PLACEHOLDER_OBJ_,www.freebase.com/base/battlestargalactica/humanoid_cylon_model/portrayed_by
201,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ is city _PLACEHOLDER_OBJ_,www.freebase.com/base/biblioness/bibs_location/city
202,_PLACEHOLDER_OBJ_ <- amod <- mainland -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is capital of country _PLACEHOLDER_OBJ_,www.freebase.com/base/biblioness/bibs_location/country
203,_PLACEHOLDER_OBJ_ <- nsubj <- is -> ccomp -> s -> npadvmod -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is s _PLACEHOLDER_SUB_,www.freebase.com/base/biblioness/bibs_location/state
204,_PLACEHOLDER_SUB_ -> appos -> German -> appos -> _PLACEHOLDER_OBJ_,PROPN,_PLACEHOLDER_SUB_ German _PLACEHOLDER_OBJ_,www.freebase.com/base/biblioness/bibs_topic/subsumes
205,_PLACEHOLDER_SUB_ <- npadvmod <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/base/bigsky/site/jursidiction
206,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> mountain -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is mountain of _PLACEHOLDER_OBJ_,www.freebase.com/base/bigsky/site/mountain_range
